datetime,aqi_us_lag1,aqi_us_lag12,aqi_us_lag24,pm2_5,log_pm10,scaled_humidity_%,scaled_temp_C_scaled_log_windspeed_kph,log_so2,day_of_week,scaled_temp_C,scaled_temp_C_scaled_o3,log_no2,aqi_us
2025-04-01 00:00:00,65.0,60.0,70.0,15.0,3.751854253,-0.124345136,1.113658969,2.312535424,1,-1.882173746,0.967644168,2.714694744,65
2025-04-01 01:00:00,65.0,61.0,69.0,17.5,3.941581808,0.335625074,0.599597569,2.493205453,1,-1.882173746,1.617047287,3.234749174,65
2025-04-01 02:00:00,65.0,61.0,68.0,24.6,4.127134385,0.461275473,4.291524686,2.708050201,1,-2.008179907,2.607149739,3.671224519,65
2025-04-01 03:00:00,65.0,61.0,66.0,30.9,4.046553898,0.56561018,4.702891683,2.90690106,1,-2.512204547,3.261507302,3.841600541,66
2025-04-01 04:00:00,66.0,62.0,65.0,26.1,4.237000863,0.556074212,7.145544056,3.113515309,1,-2.827219948,1.276143461,3.718438256,66
2025-04-01 05:00:00,66.0,85.0,64.0,27.0,4.38949865,1.074943047,8.697617145,3.303216973,1,-3.268241508,-2.727794967,3.377587516,67
2025-04-01 06:00:00,67.0,107.0,64.0,30.6,4.551769409,1.087283711,7.061749458,3.424262655,1,-3.772266149,-7.289731077,2.954910279,68
2025-04-01 07:00:00,68.0,119.0,63.0,33.8,4.636668853,1.08055244,22.70892085,3.47506723,1,-4.08728155,-10.97534412,2.610069793,68
2025-04-01 08:00:00,68.0,119.0,62.0,34.7,4.652053772,-0.139490497,3.64092908,3.487375078,1,-2.260192227,-7.345251069,2.282382386,69
2025-04-01 09:00:00,69.0,106.0,62.0,34.3,4.627909673,-0.695381325,2.344033909,3.45946629,1,-1.252142945,-4.304907392,2.104134154,71
2025-04-01 10:00:00,71.0,84.0,61.0,33.4,4.569543008,-1.90140078,-0.415178366,3.374168709,1,0.322934057,1.019094648,2.2300144,72
2025-04-01 11:00:00,72.0,65.0,60.0,32.1,4.511957804,-2.107826436,-0.820176156,3.234749174,1,0.637949457,1.592988985,2.533696814,90
2025-04-01 12:00:00,90.0,65.0,61.0,25.7,4.189654742,-2.609867093,-0.504289443,3.126760536,1,1.582995659,2.959761273,2.867898902,116
2025-04-01 13:00:00,116.0,65.0,61.0,25.4,4.069026754,-2.775344181,-1.724318393,3.010620886,1,1.898011059,2.179484106,3.210843653,132
2025-04-01 14:00:00,132.0,65.0,61.0,25.0,3.943521672,-2.275547281,0.707004743,2.827313622,1,2.150023379,0.310851232,3.555348061,134
2025-04-01 15:00:00,134.0,66.0,62.0,23.6,3.871201011,-2.047805933,1.329802144,2.708050201,1,1.582995659,-1.111749146,3.804437795,122
2025-04-01 16:00:00,122.0,66.0,85.0,23.3,3.826465117,-1.961982223,1.065172135,2.791165108,1,1.267980258,-1.566630966,4.010962953,99
2025-04-01 17:00:00,99.0,67.0,107.0,26.5,3.899950424,-1.750508113,0.33408667,2.949688335,1,1.015967938,-1.605799168,4.175924549,76
2025-04-01 18:00:00,76.0,68.0,119.0,34.2,4.084294226,-1.411700787,0.223590639,3.0301337,1,0.322934057,-0.561063013,4.232656178,77
2025-04-01 19:00:00,77.0,68.0,119.0,30.5,3.906004933,-0.842908356,-0.204572769,2.980618636,1,-0.622112145,0.983286113,4.117409835,78
2025-04-01 20:00:00,78.0,69.0,106.0,25.7,3.802208139,-0.677431268,0.932986651,2.862200881,1,-0.874124465,1.080009288,3.864931398,79
2025-04-01 21:00:00,79.0,71.0,84.0,24.1,3.756538103,-0.30889416,3.164678641,2.778819272,1,-1.252142945,1.272138645,3.618993327,80
2025-04-01 22:00:00,80.0,72.0,65.0,24.2,3.779633817,-0.322356703,1.423743001,2.766319109,1,-1.567158346,1.641340394,3.505557397,81
2025-04-01 23:00:00,81.0,90.0,65.0,25.4,3.850147602,0.113493119,1.874425188,2.791165108,1,-1.756167586,2.059633708,3.481240089,82
2025-04-02 00:00:00,82.0,116.0,65.0,30.3,3.937690752,-0.322356703,2.933748352,2.901421594,2,-1.567158346,2.476989159,3.693866996,82
2025-04-02 01:00:00,82.0,132.0,65.0,32.9,4.003690194,-0.335819246,3.523462796,3.044522438,2,-1.882173746,3.388146705,3.848017675,84
2025-04-02 02:00:00,84.0,134.0,65.0,40.7,4.141546164,0.062447644,4.042637671,3.218875825,2,-2.386198387,4.894221608,4.018183201,85
2025-04-02 03:00:00,85.0,122.0,66.0,56.8,4.302712828,0.824203188,3.634799531,3.363841595,2,-2.827219948,5.089347341,4.06731589,87
2025-04-02 04:00:00,87.0,99.0,66.0,38.0,4.127134385,1.396922195,3.140867397,3.496507561,2,-3.457250749,2.102729361,3.910021003,89
2025-04-02 05:00:00,89.0,76.0,67.0,30.3,4.046553898,1.074943047,5.536973083,3.608211551,2,-3.268241508,-3.547893626,3.569532696,90
2025-04-02 06:00:00,90.0,77.0,68.0,26.5,3.947390149,1.391873741,3.427054797,3.6558396,2,-3.772266149,-8.946234492,3.148453361,90
2025-04-02 07:00:00,90.0,78.0,68.0,22.4,3.804437795,1.391873741,3.427054797,3.605497845,2,-3.772266149,-11.0760246,2.766319109,90
2025-04-02 08:00:00,90.0,79.0,69.0,18.9,3.658420247,0.420326906,5.233997473,3.490428515,2,-2.449201467,-7.65221123,2.388762789,89
2025-04-02 09:00:00,89.0,80.0,71.0,16.9,3.569532696,-0.53551363,2.419806162,3.356897123,2,-1.882173746,-5.762533619,2.140066163,87
2025-04-02 10:00:00,87.0,81.0,72.0,16.4,3.523415014,-2.136995278,0.394817213,3.226843995,2,-0.307096744,-0.863159216,2.219203484,86
2025-04-02 11:00:00,86.0,82.0,90.0,15.9,3.490428515,-2.547041893,-1.535124942,3.072693315,2,0.952964858,2.230142402,2.533696814,86
2025-04-02 12:00:00,86.0,82.0,116.0,13.6,3.08190997,-2.888653916,-2.035169525,3.015534901,2,1.582995659,2.959761273,2.890371758,114
2025-04-02 13:00:00,114.0,84.0,132.0,16.1,3.246490992,-2.998598015,-1.309420434,2.944438979,2,2.21302646,2.332973238,3.335769576,131
2025-04-02 14:00:00,131.0,85.0,134.0,19.8,3.421000009,-3.04908255,0.095748408,2.827313622,2,2.21302646,-0.096525206,3.735285827,131
2025-04-02 15:00:00,131.0,87.0,122.0,21.9,3.583518938,-2.672692292,1.096022556,2.727852828,2,1.582995659,-1.360011976,3.935739532,115
2025-04-02 16:00:00,115.0,89.0,99.0,22.8,3.711130063,-2.542554379,0.843437617,2.674148649,2,1.582995659,-1.80688507,3.956996371,89
2025-04-02 17:00:00,89.0,90.0,76.0,24.0,3.832979798,-2.622207757,0.710463942,2.63905733,2,1.267980258,-1.44731578,3.889777396,80
2025-04-02 18:00:00,80.0,90.0,77.0,25.7,3.943521672,-2.007418304,0.223590639,2.602689685,2,0.322934057,-0.348349482,3.793239469,80
2025-04-02 19:00:00,80.0,90.0,78.0,26.7,4.003690194,-0.842908356,-0.204572769,2.533696814,2,-0.622112145,0.612533471,3.660994251,79
2025-04-02 20:00:00,79.0,89.0,79.0,25.6,3.947390149,0.225680975,0.517680651,2.451005098,2,-1.189139865,1.021635434,3.47506723,79
2025-04-02 21:00:00,79.0,87.0,80.0,23.6,3.841600541,0.356940767,1.137555601,2.406945108,2,-1.252142945,0.957938868,3.306886702,79
2025-04-02 22:00:00,79.0,86.0,81.0,21.7,3.711130063,0.856176728,2.933748352,2.397895273,2,-1.567158346,1.248093916,3.18221184,79
2025-04-02 23:00:00,79.0,86.0,82.0,20.6,3.6558396,1.141694822,2.727507782,2.433613355,2,-1.693164506,1.560878527,3.117949906,79
2025-04-03 00:00:00,79.0,114.0,82.0,26.5,4.028916757,1.126549461,4.757024807,2.602689685,3,-1.882173746,1.676083935,3.194583132,78
2025-04-03 01:00:00,78.0,131.0,84.0,28.8,4.041295341,1.11981819,4.113177239,2.791165108,3,-2.197189147,2.645781372,3.575150689,78
2025-04-03 02:00:00,78.0,131.0,85.0,36.9,4.178992036,1.208446596,7.749480624,3.005682604,3,-2.386198387,3.771531799,3.927896355,78
2025-04-03 03:00:00,78.0,115.0,87.0,44.9,4.123903364,1.405897223,3.634799531,3.157000421,3,-2.827219948,4.2912349,4.058717385,77
2025-04-03 04:00:00,77.0,89.0,89.0,31.2,3.877431561,1.401409709,7.941717139,3.254242969,3,-3.142235348,1.812574312,3.903990834,76
2025-04-03 05:00:00,76.0,80.0,90.0,25.5,3.666122467,1.466478666,7.304778672,3.321432413,3,-2.890223028,-2.412286794,3.5085559,76
2025-04-03 06:00:00,76.0,80.0,90.0,21.4,3.490428515,1.401409709,7.941717139,3.339321978,3,-3.142235348,-6.170785488,3.000719815,75
2025-04-03 07:00:00,75.0,79.0,90.0,17.8,3.335769576,1.396922195,4.44479511,3.288401888,3,-3.457250749,-8.741354153,2.617395833,75
2025-04-03 08:00:00,75.0,79.0,89.0,16.0,3.246490992,1.388508106,7.749480624,3.186352633,3,-2.386198387,-6.781752421,2.32238772,74
2025-04-03 09:00:00,74.0,79.0,87.0,14.4,3.17805383,0.356940767,2.344033909,3.077312261,3,-1.252142945,-3.597957894,2.163323026,74
2025-04-03 10:00:00,74.0,79.0,86.0,13.9,3.210843653,-0.979777541,-0.004685371,2.970414466,3,0.007918656,0.020766759,2.151762203,74
2025-04-03 11:00:00,74.0,79.0,86.0,14.7,3.339321978,-1.519962069,-0.613662375,2.856470206,3,0.574946377,1.201226896,2.341805806,77
2025-04-03 12:00:00,77.0,78.0,114.0,12.8,3.144152279,-1.855964698,-0.09956939,2.708050201,3,1.267980258,1.69465077,2.694627181,101
2025-04-03 13:00:00,101.0,78.0,131.0,14.9,3.261935314,-2.062390354,-0.09956939,2.667228207,3,1.267980258,0.978759657,3.126760536,114
2025-04-03 14:00:00,114.0,78.0,131.0,18.0,3.377587516,-1.75331281,0.054860208,2.617395833,3,1.267980258,-0.055305283,3.523415014,114
2025-04-03 15:00:00,114.0,77.0,115.0,20.4,3.430756184,-1.513791737,0.313368999,2.58021683,3,0.952964858,-0.609492237,3.747148362,100
2025-04-03 16:00:00,100.0,76.0,89.0,21.5,3.407841924,-1.380849127,0.507750229,2.595254707,3,0.952964858,-0.848619365,3.837299459,79
2025-04-03 17:00:00,79.0,76.0,80.0,21.6,3.349904087,-0.988752569,-0.030306091,2.63188884,3,0.385937137,-0.367889471,3.867025639,73
2025-04-03 18:00:00,73.0,75.0,80.0,21.7,3.295836866,-0.979777541,0.005482659,2.63905733,3,0.007918656,-0.007299976,3.839452313,73
2025-04-03 19:00:00,73.0,75.0,79.0,20.8,3.218875825,-0.281969075,-0.084351363,2.57261223,3,-0.622112145,0.475940392,3.713572067,72
2025-04-03 20:00:00,72.0,74.0,79.0,18.0,3.077312261,0.236338821,1.123813235,2.468099531,3,-0.874124465,0.476814014,3.493472658,72
2025-04-03 21:00:00,72.0,74.0,79.0,15.4,2.923161581,0.356940767,1.137555601,2.388762789,3,-1.252142945,0.447364231,3.261935314,71
2025-04-03 22:00:00,71.0,74.0,79.0,14.0,2.833213344,0.603754051,0.740877522,2.351375257,3,-1.252142945,0.329539315,3.063390922,71
2025-04-03 23:00:00,71.0,77.0,79.0,13.5,2.815408719,0.890394024,2.548302259,2.351375257,3,-1.504155266,0.348684342,2.890371758,70
2025-04-04 00:00:00,70.0,101.0,78.0,12.0,2.93385687,0.848323578,2.419806162,2.312535424,4,-1.882173746,0.318241048,2.753660712,69
2025-04-04 01:00:00,69.0,114.0,78.0,13.0,2.960105096,0.584682115,1.113658969,2.4765384,4,-1.882173746,0.967644168,3.238678452,68
2025-04-04 02:00:00,68.0,114.0,78.0,18.8,3.218875825,0.321040653,1.496341806,2.667228207,4,-1.756167586,1.618959212,3.650658241,67
2025-04-04 03:00:00,67.0,100.0,77.0,23.9,3.36729583,0.335625074,1.7099304,2.833213344,4,-1.882173746,1.735120582,3.819907717,65
2025-04-04 04:00:00,65.0,79.0,76.0,21.5,3.363841595,0.087128973,4.113177239,2.970414466,4,-2.197189147,0.371504373,3.716008122,63
2025-04-04 05:00:00,63.0,73.0,76.0,20.4,3.538056564,0.600949354,6.350277343,3.100092289,4,-2.386198387,-2.440685154,3.417726684,62
2025-04-04 06:00:00,62.0,73.0,75.0,22.9,3.856510295,0.815789099,1.859221862,3.198673118,4,-3.142235348,-6.663585476,3.063390922,62
2025-04-04 07:00:00,62.0,72.0,75.0,25.0,4.030694535,0.815789099,4.03979732,3.295836866,4,-3.142235348,-9.620385402,2.766319109,62
2025-04-04 08:00:00,62.0,72.0,74.0,25.5,4.051784948,0.461275473,4.220984778,3.377587516,4,-2.008179907,-7.849021321,2.468099531,63
2025-04-04 09:00:00,63.0,71.0,74.0,24.2,3.933784497,-1.947397801,0.565180802,3.384390263,4,-0.622112145,-2.646187123,2.312535424,63
2025-04-04 10:00:00,63.0,71.0,74.0,22.5,3.772760938,-2.359127234,-0.579568795,3.261935314,4,0.637949457,2.413401172,2.433613355,82
2025-04-04 11:00:00,82.0,70.0,77.0,19.2,3.632309103,-2.505532386,-0.09956939,3.034952987,4,1.267980258,3.563922009,2.708050201,114
2025-04-04 12:00:00,114.0,69.0,101.0,19.7,3.47506723,-2.719250253,-0.604642807,3.039749159,4,1.898011059,4.382220042,2.995732274,139
2025-04-04 13:00:00,139.0,68.0,114.0,19.0,3.374168709,-2.763564456,-2.010505793,2.928523524,4,2.21302646,3.096529891,3.284663565,154
2025-04-04 14:00:00,154.0,67.0,114.0,18.9,3.261935314,-2.602574882,-2.496539449,2.747270914,4,2.33903262,0.411544837,3.577947893,156
2025-04-04 15:00:00,156.0,65.0,100.0,17.1,3.135494216,-2.12802025,-0.149043175,2.58021683,4,1.898011059,-1.392520113,3.728100167,145
2025-04-04 16:00:00,145.0,63.0,79.0,16.2,3.086486637,-1.946836862,0.214636289,2.517696473,4,1.582995659,-1.55862224,3.718438256,120
2025-04-04 17:00:00,120.0,62.0,73.0,15.8,3.054001182,-1.75331281,0.416957353,2.517696473,4,1.267980258,-1.168913682,3.624340933,86
2025-04-04 18:00:00,86.0,62.0,73.0,15.8,3.020424886,-1.655148436,-0.050095605,2.493205453,4,0.637949457,-0.508066615,3.496507561,65
2025-04-04 19:00:00,65.0,62.0,72.0,15.0,2.939161922,-1.137401479,0.00107368,2.406945108,4,0.007918656,-0.00531295,3.328626689,65
2025-04-04 20:00:00,65.0,63.0,72.0,13.1,2.791165108,-0.749792435,0.268911914,2.282382386,4,-0.559109064,0.287443508,3.091042453,64
2025-04-04 21:00:00,64.0,63.0,71.0,11.0,2.624668592,-0.680796904,1.754319465,2.186051277,4,-0.937127545,0.334815882,2.844909384,64
2025-04-04 22:00:00,64.0,82.0,71.0,9.2,2.459588842,-1.1833985,1.754319465,2.128231706,4,-0.937127545,0.217239343,2.58021683,63
2025-04-04 23:00:00,63.0,114.0,70.0,8.0,2.341805806,-0.556829322,2.367022104,2.091864062,4,-1.126136785,0.155086432,2.332143895,63
2025-04-05 00:00:00,63.0,139.0,69.0,8.3,2.509599262,-0.695381325,1.609810582,2.151762203,5,-1.252142945,0.211714399,2.388762789,62
2025-04-05 01:00:00,62.0,154.0,68.0,8.8,2.4765384,-0.709965746,2.014808372,2.292534757,5,-1.567158346,0.559912582,2.879198457,62
2025-04-05 02:00:00,62.0,156.0,67.0,11.9,2.694627181,-0.469322795,1.852809256,2.459588842,5,-1.441152186,0.876521038,3.295836866,62
2025-04-05 03:00:00,62.0,145.0,65.0,15.5,2.895911938,-0.887783499,2.014808372,2.602689685,5,-1.567158346,0.904003248,3.46260601,61
2025-04-05 04:00:00,61.0,120.0,63.0,14.7,2.879198457,-0.887783499,2.014808372,2.734367509,5,-1.567158346,-0.029957134,3.349904087,60
2025-04-05 05:00:00,60.0,86.0,62.0,13.7,2.879198457,-0.528782358,2.761778747,2.844909384,5,-1.630161426,-1.513988813,3.034952987,60
2025-04-05 06:00:00,60.0,65.0,62.0,13.2,3.068052935,-0.53551363,2.419806162,2.90690106,5,-1.882173746,-3.046847846,2.660259537,59
2025-04-05 07:00:00,59.0,65.0,62.0,12.7,3.173878459,-0.349281788,4.113177239,2.895911938,5,-2.197189147,-4.314884597,2.370243741,58
2025-04-05 08:00:00,58.0,64.0,63.0,11.6,3.104586678,0.144905719,0.778155667,2.844909384,5,-1.315146026,-2.78896613,2.128231706,57
2025-04-05 09:00:00,57.0,64.0,63.0,10.9,3.0301337,-0.479419702,0.565180802,2.778819272,5,-0.622112145,-1.319282929,2.028148247,56
2025-04-05 10:00:00,56.0,63.0,82.0,10.8,2.985681938,-0.828323935,0.278993403,2.714694744,5,-0.307096744,-0.574185434,2.197224577,55
2025-04-05 11:00:00,55.0,63.0,114.0,10.6,2.93385687,-1.406652334,-0.349819885,2.63905733,5,0.448940217,0.656333088,2.48490665,66
2025-04-05 12:00:00,66.0,62.0,139.0,9.1,2.397895273,-2.142604671,-0.504289443,2.610069793,5,1.582995659,1.668794556,2.821378886,80
2025-04-05 13:00:00,80.0,62.0,154.0,10.2,2.493205453,-2.203747053,-0.704996172,2.541601993,5,2.21302646,1.430588101,3.072693315,87
2025-04-05 14:00:00,87.0,62.0,156.0,11.8,2.617395833,-2.352956902,1.099068694,2.451005098,5,2.4020357,0.271944529,3.33220451,85
2025-04-05 15:00:00,85.0,61.0,145.0,11.2,2.587764035,-2.751784731,2.796131823,2.351375257,5,2.52804186,-0.665330732,3.443618098,75
2025-04-05 16:00:00,75.0,60.0,120.0,10.2,2.525728644,-2.805634902,1.750346494,2.282382386,5,2.52804186,-0.665330732,3.360375387,60
2025-04-05 17:00:00,60.0,60.0,86.0,9.5,2.4765384,-2.65866881,1.092678093,2.2300144,5,2.087020299,-0.156491122,3.148453361,49
2025-04-05 18:00:00,49.0,59.0,65.0,8.9,2.468099531,-2.672692292,0.214636289,2.163323026,5,1.582995659,0.129565007,2.901421594,48
2025-04-05 19:00:00,48.0,58.0,65.0,8.3,2.459588842,-1.655148436,0.209780645,2.066862759,5,0.637949457,0.112245038,2.674148649,47
2025-04-05 20:00:00,47.0,57.0,64.0,7.6,2.459588842,-0.610679494,0.181705352,1.960094784,5,-0.307096744,-0.092562466,2.424802726,46
2025-04-05 21:00:00,46.0,56.0,64.0,7.0,2.442347035,-0.842908356,0.565180802,1.871802177,5,-0.622112145,-0.226538299,2.174751721,45
2025-04-05 22:00:00,45.0,55.0,63.0,6.4,2.360854001,-0.857492777,0.554486799,1.824549292,5,-0.937127545,-0.400037482,1.902107526,44
2025-04-05 23:00:00,44.0,66.0,63.0,5.9,2.251291799,-0.180439065,0.986228611,1.824549292,5,-1.063133705,-0.487172987,1.686398954,44
2025-04-06 00:00:00,44.0,80.0,62.0,5.5,2.079441542,-0.111443533,2.933748352,1.902107526,6,-1.567158346,-0.472359422,1.974081026,43
2025-04-06 01:00:00,43.0,87.0,62.0,6.1,2.282382386,-0.322356703,0.927268245,2.054123734,6,-1.567158346,0.019198675,2.674148649,43
2025-04-06 02:00:00,43.0,85.0,62.0,8.8,2.753660712,-0.509149484,0.227444779,2.240709689,6,-1.252142945,0.486639203,3.194583132,42
2025-04-06 03:00:00,42.0,75.0,61.0,14.2,3.246490992,-0.872638138,0.740877522,2.397895273,6,-1.252142945,0.604464119,3.394508394,42
2025-04-06 04:00:00,42.0,60.0,60.0,16.8,3.832979798,-0.521490148,1.423743001,2.525728644,6,-1.567158346,-0.029957134,3.277144733,41
2025-04-06 05:00:00,41.0,49.0,60.0,20.5,4.387014176,-0.210168847,0.852711956,2.63188884,6,-1.441152186,-1.157635321,2.928523524,42
2025-04-06 06:00:00,42.0,48.0,59.0,22.5,4.511957804,-0.322356703,0.927268245,2.694627181,6,-1.567158346,-2.241968571,2.517696473,43
2025-04-06 07:00:00,43.0,47.0,58.0,21.2,4.342505877,0.098908698,2.419806162,2.694627181,6,-1.882173746,-3.223957787,2.251291799,45
2025-04-06 08:00:00,45.0,46.0,57.0,19.4,4.119037175,-0.172585915,0.798479106,2.653241965,6,-0.937127545,-1.693379402,2.079441542,46
2025-04-06 09:00:00,46.0,45.0,56.0,17.9,3.869115504,-1.137401479,-0.007193996,2.587764035,6,0.007918656,0.014060548,2.041220329,47
2025-04-06 10:00:00,47.0,44.0,55.0,16.3,3.634951112,-1.774067563,-0.579568795,2.501435952,6,0.637949457,0.992687385,2.163323026,49
2025-04-06 11:00:00,49.0,44.0,66.0,14.3,3.433987204,-2.231794017,-0.204864211,2.379546134,6,1.582995659,1.917057386,2.388762789,57
2025-04-06 12:00:00,57.0,43.0,80.0,11.2,3.109060959,-2.816853688,0.727722414,2.32238772,6,2.21302646,1.98590203,2.624668592,68
2025-04-06 13:00:00,68.0,43.0,87.0,11.6,3.04927304,-2.936894694,4.183084823,2.282382386,6,2.84305726,1.837865005,2.797281335,74
2025-04-06 14:00:00,74.0,42.0,85.0,11.6,2.995732274,-2.524604322,2.951046332,2.2300144,6,2.52804186,0.682685608,2.985681938,73
2025-04-06 15:00:00,73.0,42.0,75.0,11.1,2.895911938,-2.289009824,2.714869674,2.186051277,6,2.21302646,0.111717517,3.072693315,65
2025-04-06 16:00:00,65.0,41.0,60.0,10.3,2.766319109,-2.458413487,2.590767802,2.174751721,6,1.898011059,0.155348383,3.010620886,54
2025-04-06 17:00:00,54.0,42.0,49.0,9.8,2.667228207,-2.18243136,1.65151976,2.163323026,6,1.456989498,0.347752811,2.844909384,50
2025-04-06 18:00:00,50.0,43.0,48.0,9.6,2.617395833,-2.246378438,0.877914577,2.151762203,6,1.267980258,0.461727186,2.660259537,50
2025-04-06 19:00:00,50.0,45.0,47.0,9.3,2.564949357,-2.007418304,0.172062842,2.104134154,6,0.322934057,0.137852876,2.468099531,51
2025-04-06 20:00:00,51.0,46.0,46.0,8.6,2.48490665,-1.790334802,-0.000886435,2.028148247,6,-0.118087504,-0.057816663,2.240709689,51
2025-04-06 21:00:00,51.0,47.0,45.0,7.9,2.415913778,-1.458258748,0.565180802,1.974081026,6,-0.622112145,-0.324104784,2.041220329,51
2025-04-06 22:00:00,51.0,49.0,44.0,7.3,2.341805806,-1.333169288,0.554486799,1.931521412,6,-0.937127545,-0.488219886,1.840549633,51
2025-04-06 23:00:00,51.0,57.0,44.0,6.9,2.302585093,-1.326998956,-0.26649367,1.916922612,6,-0.559109064,-0.273744633,1.740466175,51
2025-04-07 00:00:00,51.0,68.0,43.0,7.1,2.674148649,-1.458258748,0.048851965,1.931521412,0,-0.622112145,-0.265564893,1.916922612,51
2025-04-07 01:00:00,51.0,74.0,43.0,7.7,2.602689685,-1.458258748,-0.33146824,2.054123734,0,-0.622112145,-0.109458517,2.595254707,51
2025-04-07 02:00:00,51.0,73.0,42.0,10.0,2.772588722,-1.533985551,-0.284651882,2.197224577,0,-0.622112145,0.085674453,3.104586678,51
2025-04-07 03:00:00,51.0,65.0,42.0,13.9,2.965273066,-1.1833985,0.298537475,2.332143895,0,-0.937127545,0.187845209,3.295836866,51
2025-04-07 04:00:00,51.0,54.0,41.0,13.6,3.095577609,-1.1833985,0.554486799,2.459588842,0,-0.937127545,-0.223672675,3.157000421,51
2025-04-07 05:00:00,51.0,50.0,42.0,13.4,3.222867846,-0.811495756,0.666321233,2.58021683,0,-1.126136785,-1.081205865,2.76000994,51
2025-04-07 06:00:00,51.0,50.0,43.0,13.4,3.339321978,-0.695381325,1.137555601,2.646174797,0,-1.252142945,-1.909134094,2.272125886,50
2025-04-07 07:00:00,50.0,51.0,45.0,13.3,3.349904087,-0.507466666,0.740877522,2.63188884,0,-1.252142945,-2.223333871,1.974081026,49
2025-04-07 08:00:00,49.0,51.0,46.0,12.7,3.299533728,-0.428935166,-0.186181271,2.57261223,0,-0.874124465,-1.606951479,1.824549292,48
2025-04-07 09:00:00,48.0,51.0,47.0,12.1,3.226843995,-0.828323935,0.024115072,2.517696473,0,-0.307096744,-0.554920516,1.840549633,47
2025-04-07 10:00:00,47.0,51.0,49.0,11.9,3.173878459,-1.411700787,0.106192292,2.48490665,0,0.322934057,0.532892291,1.974081026,51
2025-04-07 11:00:00,51.0,51.0,57.0,12.1,3.144152279,-1.656831253,0.171832418,2.468099531,0,1.015967938,1.421571384,2.197224577,63
2025-04-07 12:00:00,63.0,51.0,68.0,14.0,3.280911216,-1.946836862,1.329802144,2.48490665,0,1.582995659,1.768099687,2.525728644,74
2025-04-07 13:00:00,74.0,51.0,74.0,15.7,3.295836866,-1.609151415,1.75086679,2.468099531,0,1.582995659,1.122616329,2.890371758,80
2025-04-07 14:00:00,80.0,51.0,73.0,18.9,3.339321978,-1.438625873,1.090866315,2.451005098,0,1.141974098,0.165107067,3.238678452,78
2025-04-07 15:00:00,78.0,51.0,65.0,20.5,3.417726684,-1.380849127,1.054023435,2.442347035,0,0.952964858,-0.280692437,3.42751469,69
2025-04-07 16:00:00,69.0,51.0,54.0,21.7,3.471966453,-1.380849127,1.169066633,2.451005098,0,0.952964858,-0.460037782,3.47506723,55
2025-04-07 17:00:00,55.0,51.0,50.0,22.9,3.514526067,-1.075137219,0.450712434,2.459588842,0,0.574946377,-0.313619514,3.453157121,50
2025-04-07 18:00:00,50.0,50.0,50.0,24.2,3.552486829,-1.137401479,0.007740513,2.451005098,0,0.007918656,-0.004319438,3.387774361,51
2025-04-07 19:00:00,51.0,49.0,51.0,24.6,3.552486829,-0.479419702,-0.33146824,2.397895273,0,-0.622112145,0.280807422,3.250374492,53
2025-04-07 20:00:00,53.0,48.0,51.0,22.8,3.5085559,-0.366670906,0.113125275,2.312535424,0,-0.874124465,0.284888244,3.0301337,54
2025-04-07 21:00:00,54.0,47.0,51.0,21.4,3.478158423,-0.493443184,0.554486799,2.240709689,0,-0.937127545,0.187845209,2.803360381,55
2025-04-07 22:00:00,55.0,51.0,51.0,20.5,3.46260601,-0.30889416,2.344033909,2.208274414,0,-1.252142945,0.211714399,2.610069793,57
2025-04-07 23:00:00,57.0,63.0,51.0,20.0,3.446807893,-0.25448305,0.666321233,2.186051277,0,-1.126136785,0.190409069,2.451005098,58
2025-04-08 00:00:00,58.0,74.0,51.0,19.3,3.384390263,-0.30889416,1.137555601,2.208274414,1,-1.252142945,0.250989371,2.48490665,59
2025-04-08 01:00:00,59.0,80.0,51.0,20.1,3.430756184,0.111249362,0.499244205,2.292534757,1,-1.567158346,0.559912582,2.862200881,60
2025-04-08 02:00:00,60.0,78.0,51.0,23.9,3.549617387,0.427619116,1.538197139,2.397895273,1,-1.441152186,0.78611409,3.210843653,61
2025-04-08 03:00:00,61.0,69.0,51.0,24.9,3.561046083,0.594218083,-0.212488929,2.533696814,1,-1.567158346,0.75653582,3.342861805,62
2025-04-08 04:00:00,62.0,55.0,51.0,23.3,3.663561646,0.856176728,0.499244205,2.721295428,1,-1.567158346,-0.177424564,3.19047635,63
2025-04-08 05:00:00,63.0,50.0,51.0,22.9,3.744787086,1.221909139,1.739933968,2.895911938,1,-1.630161426,-1.513988813,2.797281335,64
2025-04-08 06:00:00,64.0,51.0,50.0,22.2,3.772760938,1.419920705,1.7099304,2.990719732,1,-1.882173746,-2.987811198,2.312535424,65
2025-04-08 07:00:00,65.0,53.0,49.0,20.8,3.75419892,1.419920705,2.419806162,2.965273066,1,-1.882173746,-3.519141023,2.00148,66
2025-04-08 08:00:00,66.0,54.0,48.0,19.2,3.691376334,0.981827127,1.609810582,2.879198457,1,-1.252142945,-2.419708732,1.840549633,66
2025-04-08 09:00:00,66.0,55.0,47.0,18.0,3.618993327,0.146027597,0.368096075,2.797281335,1,-0.622112145,-1.163176553,1.824549292,67
2025-04-08 10:00:00,67.0,57.0,51.0,17.1,3.577947893,-0.46539622,-0.163624546,2.76000994,1,-0.307096744,-0.516390678,1.840549633,68
2025-04-08 11:00:00,68.0,58.0,63.0,16.5,3.549617387,-0.573096562,0.14628408,2.740840024,1,0.196927897,0.275547143,2.014903021,68
