datetime,temp_C,humidity_%,windspeed_kph,precip_mm,pm10,pm2_5,co,no2,so2,o3,log_co,log_pm2_5,log_pm10,log_precip_mm,log_so2,log_no2,scaled_temp_C,scaled_humidity_%,scaled_windspeed_kph,scaled_log_pm2_5,scaled_log_pm10,scaled_log_precip_mm,scaled_log_co,scaled_log_no2,scaled_log_so2,scaled_o3,aqi_us,aqi_us_lag1,aqi_us_lag24
01/04/2025 0:00,25,61.15,11.2,0,41.6,15,307,14.1,9.1,61,5.730099783,2.772588722,3.751854253,0,2.312535424,2.714694744,-1.882173746,-0.124345136,-0.733115696,-1.16877593,-0.430848866,-0.109221172,0.158821414,0.381042243,-0.724828273,-0.514109906,65,65,70
01/04/2025 1:00,25,69.35,13,0,50.5,17.5,672,24.4,11.1,50,6.51174533,2.917770732,3.941581808,0,2.493205453,3.234749174,-1.882173746,0.335625074,-0.515673344,-0.756072452,-0.104795469,-0.109221172,2.016394087,1.22449039,-0.184709132,-0.859138159,65,65,69
01/04/2025 2:00,24.6,71.59,4.6,0,61,24.6,1156,38.3,14,36,7.053585727,3.242592351,4.127134385,0,2.708050201,3.671224519,-2.008179907,0.461275473,-1.530404321,0.167285835,0.214083084,-0.109221172,3.304072268,1.93238614,0.457576486,-1.298265026,65,65,68
01/04/2025 3:00,23,73.45,5.4,0,56.2,30.9,1416,45.6,17.3,36,7.25629724,3.46260601,4.046553898,0,2.90690106,3.841600541,-2.512204547,0.56561018,-1.433763276,0.792710446,0.075602717,-0.109221172,3.785814111,2.208709793,1.052047831,-1.298265026,66,65,66
01/04/2025 4:00,22,73.28,3.6,0,68.2,26.1,1234,40.2,21.5,63,7.118826249,3.299533728,4.237000863,0,3.113515309,3.718438256,-2.827219948,0.556074212,-1.651205628,0.32915096,0.402892445,-0.109221172,3.459115703,2.008959546,1.669728093,-0.451377496,66,66,65
01/04/2025 5:00,20.6,82.53,3.3,0,79.6,27,828,28.3,26.2,104,6.720220155,3.33220451,4.38949865,0,3.303216973,3.377587516,-3.268241508,1.074943047,-1.68744602,0.422022972,0.664965192,-0.109221172,2.511832384,1.45615217,2.236847613,0.834636902,67,66,64
01/04/2025 6:00,19,82.75,5.4,0,93.8,30.6,502,18.2,29.7,139,6.22059017,3.453157121,4.551769409,0,3.424262655,2.954910279,-3.772266149,1.087283711,-1.433763276,0.765850441,0.943833133,-0.109221172,1.324466819,0.770634825,2.598717757,1.932454071,68,67,64
01/04/2025 7:00,18,82.63,0,0,102.2,33.8,375,12.6,31.3,163,5.929589143,3.549617387,4.636668853,0,3.47506723,2.610069793,-4.08728155,1.08055244,-2.086090333,1.040054438,1.089735778,-0.109221172,0.632905845,0.211356695,2.750599748,2.685242987,68,68,63
01/04/2025 8:00,23.8,60.88,6.3,0,103.8,34.7,329,8.8,31.7,181,5.799092654,3.575150689,4.652053772,0,3.487375078,2.282382386,-2.260192227,-0.139490497,-1.3250421,1.112637002,1.116175296,-0.109221172,0.32278227,-0.320101784,2.787394474,3.249834674,69,68,62
01/04/2025 9:00,27,50.97,5.4,0,101.3,34.3,318,7.2,30.8,187,5.765191103,3.563882964,4.627909673,0,3.45946629,2.104134154,-1.252142945,-0.695381325,-1.433763276,1.080606661,1.074682823,-0.109221172,0.242215578,-0.609192948,2.703960211,3.438031903,71,69,62
01/04/2025 10:00,32,29.47,7.6,0,95.5,33.4,328,8.3,28.2,178,5.796057751,3.538056564,4.569543008,0,3.374168709,2.2300144,0.322934057,-1.90140078,-1.168000401,1.007190919,0.974377681,-0.109221172,0.315569852,-0.405034587,2.448960219,3.155736059,72,71,61
01/04/2025 11:00,33,25.79,7.6,0,90.1,32.1,374,11.6,24.4,157,5.926926026,3.499533282,4.511957804,0,3.234749174,2.533696814,0.637949457,-2.107826436,-1.168000401,0.897682224,0.875415506,-0.109221172,0.626576974,0.087491492,2.032160819,2.497045758,90,72,60
01/04/2025 12:00,36,16.84,13,0,65,25.7,454,16.6,21.8,137,6.120297419,3.284663565,4.189654742,0,3.126760536,2.867898902,1.582995659,-2.609867093,-0.515673344,0.286880104,0.321526491,-0.109221172,1.086122118,0.629515779,1.709325145,1.869721661,116,90,61
01/04/2025 13:00,37,13.89,9.4,0,57.5,25.4,613,23.8,19.3,114,6.419994928,3.27336401,4.069026754,0,3.010620886,3.210843653,1.898011059,-2.775344181,-0.950558049,0.25475928,0.114223101,-0.109221172,1.798350193,1.185719319,1.362121747,1.14829895,132,116,61
01/04/2025 14:00,37.8,22.8,18.4,0,50.6,25,808,34,15.9,82,6.695798917,3.258096538,3.943521672,0,2.827313622,3.555348061,2.150023379,-2.275547281,0.136653713,0.211359007,-0.101461744,-0.109221172,2.453795561,1.744452382,0.814118502,0.144580396,134,132,61
01/04/2025 15:00,36,26.86,24.1,0,47,23.6,904,43.9,14,55,6.807934944,3.202746443,3.871201011,0,2.708050201,3.804437795,1.582995659,-2.047805933,0.825221162,0.054017359,-0.225747315,-0.109221172,2.720285685,2.148437545,0.457576486,-0.702307135,122,134,62
01/04/2025 16:00,35,28.39,24.1,0,44.9,23.3,810,54.2,15.3,38,6.698268054,3.19047635,3.826465117,0,2.791165108,4.010962953,1.267980258,-1.961982223,0.825221162,0.019137625,-0.302627503,-0.109221172,2.45966344,2.483389527,0.706051301,-1.235532617,99,122,85
01/04/2025 17:00,34.2,32.16,18.4,0,48.4,26.5,617,64.1,18.1,27,6.426488457,3.314186005,3.899950424,0,2.949688335,4.175924549,1.015967938,-1.750508113,0.136653713,0.37080244,-0.176340449,-0.109221172,1.813781999,2.750931816,1.179961832,-1.58056087,76,99,107
01/04/2025 18:00,32,38.2,22.3,0,58.4,34.2,473,67.9,19.7,22,6.161207322,3.561046083,4.084294226,0,3.0301337,4.232656178,0.322934057,-1.411700787,0.607778809,1.072542364,0.140460783,-0.109221172,1.183344085,2.842941776,1.420455963,-1.737391894,77,76,119
01/04/2025 19:00,29,48.34,18.4,0,48.7,30.5,446,60.4,18.7,27,6.102558595,3.449987546,3.906004933,0,2.980618636,4.117409835,-0.622112145,-0.842908356,0.136653713,0.756840409,-0.165935565,-0.109221172,1.043965983,2.656029967,1.272429009,-1.58056087,78,77,119
01/04/2025 20:00,28.2,51.29,8.6,0,43.8,25.7,467,46.7,16.5,38,6.148468296,3.284663565,3.802208139,0,2.862200881,3.864931398,-0.874124465,-0.677431268,-1.047199094,0.286880104,-0.344313963,-0.109221172,1.15306992,2.246548848,0.918415139,-1.235532617,79,78,106
01/04/2025 21:00,27,57.86,3.6,0,41.8,24.1,474,36.3,15.1,45,6.163314804,3.222867846,3.756538103,0,2.778819272,3.618993327,-1.252142945,-0.30889416,-1.651205628,0.111215721,-0.422799508,-0.109221172,1.188352495,1.847675194,0.669143009,-1.015969183,80,79,84
01/04/2025 22:00,26,57.62,9.4,0,42.8,24.2,403,32.3,14.9,44,6.001414878,3.226843995,3.779633817,0,2.766319109,3.505557397,-1.567158346,-0.322356703,-0.950558049,0.122518569,-0.38310872,-0.109221172,0.803598971,1.663699597,0.631773351,-1.047335388,81,80,65
01/04/2025 23:00,25.4,65.39,8.6,0,46,25.4,319,31.5,15.3,40,5.768320996,3.27336401,3.850147602,0,2.791165108,3.481240089,-1.756167586,0.113493119,-1.047199094,0.25475928,-0.26192833,-0.109221172,0.249653737,1.624260671,0.706051301,-1.172800207,82,81,65
02/04/2025 0:00,26,57.62,5.4,0,50.3,30.3,353,39.2,17.2,27,5.869296913,3.443618098,3.937690752,0,2.901421594,3.693866996,-1.567158346,-0.322356703,-1.433763276,0.738734216,-0.111482383,-0.109221172,0.489621975,1.969108748,1.035666783,-1.58056087,82,82,65
02/04/2025 1:00,25,57.38,5.4,0,53.8,32.9,645,45.9,20,20,6.470799504,3.523415014,4.003690194,0,3.044522438,3.848017675,-1.882173746,-0.335819246,-1.433763276,0.965569932,0.001939951,-0.109221172,1.919086749,2.219117396,1.463471579,-1.800124304,84,82,65
02/04/2025 2:00,23.4,64.48,6,0,61.9,40.7,1056,54.6,24,12,6.963189986,3.730501129,4.141546164,0,3.218875825,4.018183201,-2.386198387,0.062447644,-1.361282492,1.554245896,0.238850227,-0.109221172,3.08924771,2.495099657,1.984706906,-2.051053942,85,84,65
02/04/2025 3:00,22,78.06,7.6,0,72.9,56.8,1303,57.4,27.9,20,7.173191742,4.056988776,4.302712828,0,3.363841595,4.06731589,-2.827219948,0.824203188,-1.168000401,2.482340137,0.515820741,-0.109221172,3.588314744,2.574785307,2.418086963,-1.800124304,87,85,66
02/04/2025 4:00,20,88.27,9.4,0,61,38,1231,48.9,32,58,7.116394144,3.663561646,4.127134385,0,3.496507561,3.910021003,-3.457250749,1.396922195,-0.950558049,1.363959528,0.214083084,-0.109221172,3.45333583,2.319677239,2.814696341,-0.60820852,89,87,66
02/04/2025 5:00,20.6,82.53,6,0,56.2,30.3,995,34.5,35.9,112,6.903747258,3.443618098,4.046553898,0,3.608211551,3.569532696,-3.268241508,1.074943047,-1.361282492,0.738734216,0.075602717,-0.109221172,2.947982672,1.767457674,3.148639183,1.08556654,90,89,67
02/04/2025 6:00,19,88.18,9.4,0,50.8,26.5,777,22.3,37.7,153,6.656726524,3.314186005,3.947390149,0,3.6558396,3.148453361,-3.772266149,1.391873741,-0.950558049,0.37080244,-0.094813632,-0.109221172,2.360940418,1.084531878,3.291024841,2.371580938,90,90,68
02/04/2025 7:00,19,88.18,9.4,0,43.9,22.4,625,14.9,35.8,171,6.439350371,3.152736022,3.804437795,0,3.605497845,2.766319109,-3.772266149,1.391873741,-0.950558049,-0.088145396,-0.340482222,-0.109221172,1.844348206,0.464769008,3.140526468,2.936172625,90,90,68
02/04/2025 8:00,23.2,70.86,4.6,0,37.8,18.9,491,9.9,31.8,177,6.198478716,2.990719732,3.658420247,0,3.490428515,2.388762789,-2.449201467,0.420326906,-1.530404321,-0.548703055,-0.591418454,-0.109221172,1.271919175,-0.147569162,2.796522828,3.124369854,89,90,69
02/04/2025 9:00,25,53.82,7.6,0,34.5,16.9,413,7.5,27.7,175,6.025865974,2.884800713,3.569532696,0,3.356897123,2.140066163,-1.882173746,-0.53551363,-1.168000401,-0.849795094,-0.744174799,-0.109221172,0.861706751,-0.550916766,2.397326229,3.061637445,87,89,71
02/04/2025 10:00,30,25.27,7.6,0,32.9,16.4,411,8.2,24.2,167,6.021023349,2.856470206,3.523415014,0,3.226843995,2.219203484,-0.307096744,-2.136995278,-1.168000401,-0.930329168,-0.823429638,-0.109221172,0.850198304,-0.422568227,2.008528018,2.810707806,86,87,72
02/04/2025 11:00,34,17.96,6.3,0,31.8,15.9,465,11.6,20.6,152,6.144185634,2.827313622,3.490428515,0,3.072693315,2.533696814,0.952964858,-2.547041893,-1.3250421,-1.013211501,-0.880118083,-0.109221172,1.142892218,0.087491492,1.547689365,2.340214734,86,86,90
02/04/2025 12:00,36,11.87,7.6,0,20.8,13.6,552,17,19.4,137,6.315358002,2.681021529,3.08190997,0,3.015534901,2.890371758,1.582995659,-2.888653916,-1.168000401,-1.429070571,-1.582171403,-0.109221172,1.549681604,0.665963288,1.37681236,1.869721661,114,86,116
02/04/2025 13:00,38,9.91,11.2,0,24.7,16.1,702,27.1,18,111,6.555356892,2.839078464,3.246490992,0,2.944438979,3.335769576,2.21302646,-2.998598015,-0.733115696,-0.979768025,-1.299333196,-0.109221172,2.12003652,1.388329915,1.164268706,1.054200336,131,114,132
02/04/2025 14:00,38,9.01,15.8,0,29.6,19.8,886,40.9,15.9,76,6.787844982,3.034952987,3.421000009,0,2.827313622,3.735285827,2.21302646,-3.04908255,-0.177429685,-0.422962833,-0.999433385,-0.109221172,2.672542097,2.03628371,0.814118502,-0.043616833,131,131,134
02/04/2025 15:00,36,15.72,22.3,0,35,21.9,992,50.2,14.3,50,6.900730664,3.131136911,3.583518938,0,2.727852828,3.935739532,1.582995659,-2.672692292,0.607778809,-0.149544384,-0.720138956,-0.109221172,2.940813769,2.36138873,0.516777108,-0.859138159,115,131,122
02/04/2025 16:00,36,18.04,20.5,0,39.9,22.8,957,51.3,13.5,41,6.864847778,3.169685581,3.711130063,0,2.674148649,3.956996371,1.582995659,-2.542554379,0.390336457,-0.039963519,-0.500834803,-0.109221172,2.855538456,2.395864047,0.356226654,-1.141434002,89,115,99
02/04/2025 17:00,35,16.62,20.8,0,45.2,24,844,47.9,13,41,6.739336627,3.218875825,3.832979798,0,2.63905733,3.889777396,1.267980258,-2.622207757,0.426576849,0.099867751,-0.291431798,-0.109221172,2.557262486,2.286845229,0.251319971,-1.141434002,80,89,76
02/04/2025 18:00,32,27.58,22.3,0,50.6,25.7,729,43.4,12.5,43,6.593044534,3.284663565,3.943521672,0,2.602689685,3.793239469,0.322934057,-2.007418304,0.607778809,0.286880104,-0.101461744,-0.109221172,2.209600818,2.130275587,0.142597673,-1.078701593,80,80,77
02/04/2025 19:00,29,48.34,18.4,0,53.8,26.7,627,37.9,11.6,46,6.442540166,3.321432413,4.003690194,0,2.533696814,3.660994251,-0.622112145,-0.842908356,0.136653713,0.391401534,0.001939951,-0.109221172,1.851928722,1.915794221,-0.063658842,-0.984602978,79,80,78
02/04/2025 20:00,27.2,67.39,12.2,0,50.8,25.6,523,31.3,10.6,50,6.261491684,3.280911216,3.947390149,0,2.451005098,3.47506723,-1.189139865,0.225680975,-0.61231439,0.27621344,-0.094813632,-0.109221172,1.42166885,1.614249245,-0.310868514,-0.859138159,79,79,79
02/04/2025 21:00,27,69.73,9.4,0,45.6,23.6,445,26.3,10.1,53,6.100318952,3.202746443,3.841600541,0,2.406945108,3.306886702,-1.252142945,0.356940767,-0.950558049,0.054017359,-0.276616751,-0.109221172,1.038643495,1.341486344,-0.442587339,-0.765039544,79,79,80
02/04/2025 22:00,26,78.63,5.4,0,39.9,21.7,377,23.1,10,52,5.934894196,3.122364924,3.711130063,0,2.397895273,3.18221184,-1.567158346,0.856176728,-1.433763276,-0.174480182,-0.500834803,-0.109221172,0.645513248,1.139282931,-0.469642127,-0.796405749,79,79,81
02/04/2025 23:00,25.6,83.72,6.3,0,37.7,20.6,335,21.6,10.4,48,5.81711116,3.072693315,3.6558396,0,2.433613355,3.117949906,-1.693164506,1.141694822,-1.3250421,-0.315679812,-0.595853385,-0.109221172,0.365603065,1.035059976,-0.362861715,-0.921870569,79,79,82
03/04/2025 0:00,25,83.45,3.6,0,55.2,26.5,391,23.4,12.5,49,5.97126184,3.314186005,4.028916757,0,2.602689685,3.194583132,-1.882173746,1.126549461,-1.651205628,0.37080244,0.045292677,-0.109221172,0.731940584,1.15934726,0.142597673,-0.890504364,78,79,82
03/04/2025 1:00,24,83.33,5.4,0,55.9,28.8,660,34.7,15.3,39,6.49375384,3.394508394,4.041295341,0,2.791165108,3.575150689,-2.197189147,1.11981819,-1.433763276,0.599131895,0.066565704,-0.109221172,1.973637495,1.776569192,0.706051301,-1.204166412,78,78,84
03/04/2025 2:00,23.4,84.91,2.2,0,64.3,36.9,1027,49.8,19.2,27,6.935370446,3.634951112,4.178992036,0,3.005682604,3.927896355,-2.386198387,1.208446596,-1.820327458,1.282629432,0.303202261,-0.109221172,3.023134857,2.348668305,1.347358588,-1.58056087,78,78,85
03/04/2025 3:00,22,88.43,7.6,0,60.8,44.9,1215,56.9,22.5,29,7.103322063,3.826465117,4.123903364,0,3.157000421,4.058717385,-2.827219948,1.405897223,-1.168000401,1.827039142,0.208530463,-0.109221172,3.422270162,2.560839856,1.799728301,-1.51782846,77,78,87
03/04/2025 4:00,21,88.35,3.6,0,47.3,31.2,1049,48.6,24.9,59,6.956545443,3.471966453,3.877431561,0,3.254242969,3.903990834,-3.142235348,1.401409709,-1.651205628,0.819319027,-0.215039899,-0.109221172,3.073457022,2.309897234,2.090438175,-0.576842315,76,77,89
03/04/2025 5:00,21.8,89.51,3.6,0,38.1,25.5,704,32.4,26.7,104,6.558197803,3.277144733,3.666122467,0,3.321432413,3.5085559,-2.890223028,1.466478666,-1.651205628,0.2655066,-0.578181921,-0.109221172,2.126787916,1.668562707,2.291303284,0.834636902,76,76,90
03/04/2025 6:00,21,88.35,3.6,0,31.8,21.4,436,19.1,27.2,140,6.079933195,3.109060959,3.490428515,0,3.339321978,3.000719815,-3.142235348,1.401409709,-1.651205628,-0.212298868,-0.880118083,-0.109221172,0.990196952,0.844930833,2.344784741,1.963820276,75,76,90
03/04/2025 7:00,20,88.27,7.6,0,27.1,17.8,348,12.7,25.8,158,5.855071922,2.93385687,3.335769576,0,3.288401888,2.617395833,-3.457250749,1.396922195,-1.168000401,-0.710344989,-1.145904846,-0.109221172,0.455816429,0.223238403,2.192557414,2.528411963,75,75,90
03/04/2025 8:00,23.4,88.12,2.2,0,24.7,16,337,9.2,23.2,168,5.823045895,2.833213344,3.246490992,0,3.186352633,2.32238772,-2.386198387,1.388508106,-1.820327458,-0.996440581,-1.299333196,-0.109221172,0.379706903,-0.255219296,1.887477729,2.842074011,74,75,89
03/04/2025 9:00,27,69.73,5.4,0,23,14.4,341,7.7,20.7,169,5.834810737,2.734367509,3.17805383,0,3.077312261,2.163323026,-1.252142945,0.356940767,-1.433763276,-1.277425944,-1.416944837,-0.109221172,0.407665929,-0.513197719,1.561497859,2.873440216,74,74,87
03/04/2025 10:00,31,45.9,11.2,0,23.8,13.9,334,7.6,18.5,161,5.814130532,2.701361213,3.210843653,0,2.970414466,2.151762203,0.007918656,-0.979777541,-0.733115696,-1.37125171,-1.360594387,-0.109221172,0.358519632,-0.531947592,1.241923298,2.622510577,74,74,86
03/04/2025 11:00,32.8,36.27,8.6,0,27.2,14.7,343,9.4,16.4,144,5.840641657,2.753660712,3.339321978,0,2.856470206,2.341805806,0.574946377,-1.519962069,-1.047199094,-1.222581877,-1.13979992,-0.109221172,0.421523052,-0.223726153,0.901283094,2.089285095,77,74,86
03/04/2025 12:00,35,30.28,14.8,0,22.2,12.8,389,13.8,14,120,5.966146739,2.624668592,3.144152279,0,2.708050201,2.694627181,1.267980258,-1.855964698,-0.298230992,-1.589262959,-1.475205832,-0.109221172,0.719784599,0.348495748,0.457576486,1.336496179,101,77,114
03/04/2025 13:00,35,26.6,14.8,0,25.1,14.9,516,21.8,13.4,102,6.248042875,2.766319109,3.261935314,0,2.667228207,3.126760536,1.267980258,-2.062390354,-0.298230992,-1.186598324,-1.272791591,-0.109221172,1.389707891,1.04934946,0.335537757,0.771904492,114,101,131
03/04/2025 14:00,35,32.11,15.8,0,28.3,18,681,32.9,12.7,76,6.525029658,2.944438979,3.377587516,0,2.617395833,3.523415014,1.267980258,-1.75331281,-0.177429685,-0.680263622,-1.074039263,-0.109221172,2.047964158,1.6926619,0.186562196,-0.043616833,114,114,131
03/04/2025 15:00,34,36.38,18.4,0,29.9,20.4,774,41.4,12.2,57,6.652863029,3.063390922,3.430756184,0,2.58021683,3.747148362,0.952964858,-1.513791737,0.136653713,-0.342123376,-0.982667059,-0.109221172,2.351758862,2.055522914,0.075414313,-0.639574725,100,114,115
03/04/2025 16:00,34,38.75,20.5,0,29.2,21.5,734,45.4,12.4,49,6.599870499,3.113515309,3.407841924,0,2.595254707,3.837299459,0.952964858,-1.380849127,0.390336457,-0.199636653,-1.022046011,-0.109221172,2.225822654,2.201734101,0.120370554,-0.890504364,79,100,89
03/04/2025 17:00,32.2,45.74,14.8,0,27.5,21.6,621,46.8,12.9,47,6.432940093,3.117949906,3.349904087,0,2.63188884,3.867025639,0.385937137,-0.988752569,-0.298230992,-0.187030589,-1.121614197,-0.109221172,1.829114245,2.249945385,0.22988953,-0.953236773,73,79,80
03/04/2025 18:00,31,45.9,22.3,0,26,21.7,509,45.5,13,48,6.234410726,3.122364924,3.295836866,0,2.63905733,3.839452313,0.007918656,-0.979777541,0.607778809,-0.174480182,-1.214530596,-0.109221172,1.357311228,2.205225698,0.251319971,-0.921870569,73,73,80
03/04/2025 19:00,29,58.34,16.6,0,24,20.8,414,40,12.1,53,6.02827852,3.08190997,3.218875825,0,2.57261223,3.713572067,-0.622112145,-0.281969075,-0.08078864,-0.289479971,-1.346790821,-0.109221172,0.867440143,2.001067337,0.052680107,-0.765039544,72,73,79
03/04/2025 20:00,28.2,67.58,7.6,0,20.7,18,321,31.9,10.8,60,5.774551546,2.944438979,3.077312261,0,2.468099531,3.493472658,-0.874124465,0.236338821,-1.168000401,-0.680263622,-1.590072726,-0.109221172,0.264460575,1.644100012,-0.259764129,-0.545476111,72,72,79
03/04/2025 21:00,27,69.73,9.4,0,17.6,15.4,252,25.1,9.9,66,5.533389489,2.797281335,2.923161581,0,2.388762789,3.261935314,-1.252142945,0.356940767,-0.950558049,-1.098583162,-1.854986028,-0.109221172,-0.308658595,1.26858212,-0.496943994,-0.357278882,71,72,79
03/04/2025 22:00,27,74.13,11.2,0,16,14,184,20.4,9.5,69,5.220355825,2.708050201,2.833213344,0,2.351375257,3.063390922,-1.252142945,0.603754051,-0.733115696,-1.352237174,-2.009565199,-0.109221172,-1.052579905,0.946573711,-0.608715282,-0.263180267,71,71,79
03/04/2025 23:00,26.2,79.24,6,0,15.7,13.5,140,17,9.5,70,4.94875989,2.674148649,2.815408719,0,2.351375257,2.890371758,-1.504155266,0.890394024,-1.361282492,-1.448607848,-2.040163065,-0.109221172,-1.698024875,0.665963288,-0.608715282,-0.231814062,70,71,79
04/04/2025 0:00,25,78.49,7.6,0,17.8,12,219,14.7,9.1,72,5.393627546,2.564949357,2.93385687,0,2.312535424,2.753660712,-1.882173746,0.848323578,-1.168000401,-1.759024598,-1.836605802,-0.109221172,-0.640801426,0.444239039,-0.724828273,-0.169081653,69,70,78
04/04/2025 1:00,25,73.79,11.2,0,18.3,13,536,24.5,10.9,61,6.285998095,2.63905733,2.960105096,0,2.4765384,3.238678452,-1.882173746,0.584682115,-0.733115696,-1.548360633,-1.791497313,-0.109221172,1.479908084,1.230863073,-0.234535847,-0.514109906,68,69,78
04/04/2025 2:00,25.4,69.09,9.7,0,24,18.8,975,37.5,13.4,48,6.883462586,2.985681938,3.218875825,0,2.667228207,3.650658241,-1.756167586,0.321040653,-0.914317657,-0.563023804,-1.346790821,-0.109221172,2.899776358,1.899030807,0.335537757,-0.921870569,67,68,78
04/04/2025 3:00,25,69.35,9.4,0,28,23.9,1288,44.6,16,48,7.161622003,3.214867803,3.36729583,0,2.833213344,3.819907717,-1.882173746,0.335625074,-0.950558049,0.088474298,-1.091725883,-0.109221172,3.560819376,2.173527375,0.83175592,-0.921870569,65,67,77
04/04/2025 4:00,24,64.92,5.4,0,27.9,21.5,1367,40.1,18.5,72,7.221105098,3.113515309,3.363841595,0,2.970414466,3.716008122,-2.197189147,0.087128973,-1.433763276,-0.199636653,-1.097662106,-0.109221172,3.702180345,2.005018242,1.241923298,-0.169081653,63,65,76
04/04/2025 5:00,23.4,74.08,3.3,0,33.4,20.4,1320,29.5,21.2,110,7.186144305,3.063390922,3.538056564,0,3.100092289,3.417726684,-2.386198387,0.600949354,-1.68744602,-0.342123376,-0.798267626,-0.109221172,3.619096375,1.521251714,1.629599522,1.022834131,62,63,76
04/04/2025 6:00,21,77.91,11.2,0,46.3,22.9,1221,20.4,23.5,145,7.10824414,3.173878459,3.856510295,0,3.198673118,3.063390922,-3.142235348,0.815789099,-0.733115696,-0.028044581,-0.25099382,-0.109221172,3.433967428,0.946573711,1.924310232,2.1206513,62,62,75
04/04/2025 7:00,21,77.91,7.6,0,55.3,25,1068,14.9,26,175,6.974478911,3.258096538,4.030694535,0,3.295836866,2.766319109,-3.142235348,0.815789099,-1.168000401,0.211359007,0.04834785,-0.109221172,3.116075726,0.464769008,2.214784533,3.061637445,62,62,75
04/04/2025 8:00,24.6,71.59,4.7,0,56.5,25.5,864,10.8,28.3,202,6.762729507,3.277144733,4.051784948,0,3.377587516,2.468099531,-2.008179907,0.461275473,-1.518324191,0.2655066,0.084592457,-0.109221172,2.612855426,-0.018897192,2.459180857,3.908524975,63,62,74
04/04/2025 9:00,29,28.65,9.4,0,50.1,24.2,691,9.1,28.5,213,6.539585956,3.226843995,3.933784497,0,3.384390263,2.312535424,-0.622112145,-1.947397801,-0.950558049,0.122518569,-0.118195418,-0.109221172,2.082557051,-0.271198202,2.479517899,4.253553228,63,63,74
04/04/2025 10:00,33,21.31,9.4,0,42.5,22.5,577,10.4,25.1,198,6.359573869,3.157000421,3.772760938,0,3.261935314,2.433613355,0.637949457,-2.359127234,-0.950558049,-0.076023149,-0.394920002,-0.109221172,1.654760161,-0.074828455,2.113434702,3.783060156,82,63,74
04/04/2025 11:00,35,18.7,14.8,0,36.8,19.2,496,14,19.8,167,6.208590026,3.005682604,3.632309103,0,3.034952987,2.708050201,1.267980258,-2.505532386,-0.298230992,-0.506168656,-0.636291363,-0.109221172,1.295948599,0.370265819,1.434863382,2.810707806,114,82,77
04/04/2025 12:00,37,14.89,13,0,31.3,19.7,448,19,19.9,151,6.107022888,3.0301337,3.47506723,0,3.039749159,2.995732274,1.898011059,-2.719250253,-0.515673344,-0.436662438,-0.906516986,-0.109221172,1.05457533,0.836841809,1.449201701,2.308848529,139,114,101
04/04/2025 13:00,38,14.1,9.4,0,28.2,19,446,25.7,17.7,122,6.102558595,2.995732274,3.374168709,0,2.928523524,3.284663565,2.21302646,-2.763564456,-0.950558049,-0.534454089,-1.079914601,-0.109221172,1.043965983,1.305443841,1.116688916,1.399228589,154,139,114
04/04/2025 14:00,38.4,16.97,8.6,0,25.1,18.9,477,34.8,14.6,83,6.169610732,2.990719732,3.261935314,0,2.747270914,3.577947893,2.33903262,-2.602574882,-1.047199094,-0.548703055,-1.272791591,-0.109221172,1.203314705,1.781105827,0.57482813,0.1759466,156,154,114
04/04/2025 15:00,37,25.43,14.8,0,22,17.1,509,40.6,12.2,54,6.234410726,2.895911938,3.135494216,0,2.58021683,3.728100167,1.898011059,-2.12802025,-0.298230992,-0.818209629,-1.490085014,-0.109221172,1.357311228,2.024629677,0.075414313,-0.73367334,145,156,100
04/04/2025 16:00,36,28.66,16.6,0,20.9,16.2,542,40.2,11.4,46,6.29710932,2.844909384,3.086486637,0,2.517696473,3.718438256,1.582995659,-1.946836862,-0.08078864,-0.963192686,-1.574306242,-0.109221172,1.506313798,2.008959546,-0.111492402,-0.984602978,120,145,79
04/04/2025 17:00,35,32.11,18.4,0,20.2,15.8,576,36.5,11.4,48,6.357842267,2.821378886,3.054001182,0,2.517696473,3.624340933,1.267980258,-1.75331281,0.136653713,-1.030081952,-1.630133626,-0.109221172,1.650645027,1.856348188,-0.111492402,-0.921870569,86,120,73
04/04/2025 18:00,33,33.86,14.8,0,19.5,15.8,575,32,11.1,52,6.356107661,2.821378886,3.020424886,0,2.493205453,3.496507561,0.637949457,-1.655148436,-0.298230992,-1.030081952,-1.687835657,-0.109221172,1.646522754,1.649022158,-0.184709132,-0.796405749,65,86,73
04/04/2025 19:00,31,43.09,16.6,0,17.9,15,512,26.9,10.1,56,6.240275845,2.772588722,2.939161922,0,2.406945108,3.328626689,0.007918656,-1.137401479,-0.08078864,-1.16877593,-1.827488885,-0.109221172,1.371249625,1.376745253,-0.442587339,-0.67094093,65,65,72
04/04/2025 20:00,29.2,50,11.9,0,15.3,13.1,414,21,8.8,61,6.02827852,2.646174797,2.791165108,0,2.282382386,3.091042453,-0.559109064,-0.749792435,-0.648554782,-1.528128073,-2.081826554,-0.109221172,0.867440143,0.991420234,-0.814971797,-0.514109906,64,65,72
04/04/2025 21:00,28,51.23,5.4,0,12.8,11,329,16.2,7.9,66,5.799092654,2.48490665,2.624668592,0,2.186051277,2.844909384,-0.937127545,-0.680796904,-1.433763276,-1.986559014,-2.367956604,-0.109221172,0.32278227,0.592230323,-1.102956894,-0.357278882,64,64,71
